Invoice No,Distributor Code,Customer Code,Route Code,Product Index,Product Code,,Product Description,UOM Code,Selling Type,Default UOM,Product Quantity,MRP,Product List Price,UOM List Price,Gross Amount,Product Discount,Promo Discount,SLS Discount,Customer Group Discount,Discount Amount,Amount After SKU Disc,Customer Discount,Total Tax Amount,Total Net Amount,SO Number,Document Type,Invoice Status,Invoice Date,GST Code,GST Rate,Backend Customer Ref No,Distributor User Defined 1,Distributor User Defined 2,Distributor User Defined 3,Distributor User Defined 4,Distributor User Defined 5,Distributor User Defined 1,Distributor User Defined 2,Distributor User Defined 3,Distributor User Defined 4,Distributor User Defined 5,Smallest UOM Quantity,Picklist Indicator,Outlet Type,Segmentation,Outlet Program,Route Plan Code & Name,VAT,Add VAT,HSN Code,Route Segmentation,Route Mobile Number
IN000549,7880336,CT0010045917,SHA1004,2,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1004000076,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000589,7880336,CT0010054189,SHA1007,2,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1007000092,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000598,7880336,CT0010054219,SHA1004,7,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1004000087,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,6,Unpick,DTR Van-A,,,,,,,,
IN000598,7880336,CT0010054219,SHA1004,11,366195,0366195,Dettol Soap Herbal 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1004000087,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,6,Unpick,DTR Van-A,,,,,,,,
IN000604,7880336,CT0010044103,SHA1001,2,366177,0366177,Dettol Soap Skincare 72*90G,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1001000097,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000607,7880336,CT0010044056,SHA1001,1,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1001000100,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000618,7880336,CT0010046039,SHA1002,1,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1002000120,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000618,7880336,CT0010046039,SHA1002,2,366195,0366195,Dettol Soap Herbal 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1002000120,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000627,7880336,CT0010045997,SHA1002,1,366177,0366177,Dettol Soap Skincare 72*90G,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1002000131,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000647,7880336,CT0010045550,SHA1004,1,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1004000092,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000671,7880336,CT0010046378,SHA1005,1,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1005000077,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000706,7880336,CT0010054294,SHA1001,1,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1001000111,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000730,7880336,CT0010045167,SHA1002,3,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1002000135,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000738,7880336,CT0010042949,SHA1001,6,366195,0366195,Dettol Soap Herbal 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1001000130,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000758,7880336,CT0010043745,SHA1003,13,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1003000132,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000758,7880336,CT0010043745,SHA1003,18,366195,0366195,Dettol Soap Herbal 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1003000132,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000768,7880336,CT0010045501,SHA1005,1,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1005000098,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000849,7880336,CT0010043599,SHA1005,1,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1005000107,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000863,7880336,CT0010041990,SHA1002,2,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1002000146,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000865,7880336,CT0010045814,SHA1002,2,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1002000148,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000874,7880336,CT0010041573,SHA1003,2,366195,0366195,Dettol Soap Herbal 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1003000141,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000882,7880336,CT0010043587,SHA1005,1,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1005000108,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000889,7880336,CT0010044745,SHA1005,3,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1005000115,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000889,7880336,CT0010044745,SHA1005,4,366195,0366195,Dettol Soap Herbal 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1005000115,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000913,7880336,CT0010043903,SHA1003,1,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1003000148,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000973,7880336,CT0010042753,SHA1002,1,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1002000165,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000974,7880336,CT0010054414,SHA1002,2,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1002000160,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000981,7880336,CT0010047772,SHA1001,1,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1001000164,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000994,7880336,CT0010043954,SHA1003,1,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1003000175,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000996,7880336,CT0010043997,SHA1003,3,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1003000177,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000996,7880336,CT0010043997,SHA1003,7,366195,0366195,Dettol Soap Herbal 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1003000177,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001017,7880336,CT0010054497,SHA1004,1,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1004000166,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001021,7880336,CT0010044620,SHA1004,2,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1004000170,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001083,7880336,CT0010045143,SHA1002,3,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1002000175,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001135,7880336,CT0010054530,SHA1005,3,366195,0366195,Dettol Soap Herbal 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1005000147,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001168,7880336,CT0010054044,SHA1001,3,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1001000193,Invoice,Invoiced,18/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001239,7880336,CT0010054592,SHA1005,2,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1005000164,Invoice,Invoiced,18/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001301,7880336,CT0010046600,SHA1001,6,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1001000222,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001400,7880336,CT0010054686,SHA1007,6,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1007000208,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001417,7880336,CT0010046663,SHA1001,1,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1001000237,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001421,7880336,CT0010054167,SHA1001,1,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1001000233,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001452,7880336,CT0010042456,SHA1003,2,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1003000243,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001476,7880336,CT0010044090,SHA1005,10,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1005000202,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001477,7880336,CT0010044089,SHA1005,3,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1005000203,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001480,7880336,CT0010054705,SHA1005,3,366177,0366177,Dettol Soap Skincare 72*90G,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1005000208,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001481,7880336,CT0010054706,SHA1005,2,366159,0366159,Dettol Soap Original 72*90Gm,OU,S,CA,6,0,9028,125.39,752.34,0,0,0,0,0,752.34,0,120.37,872.71,SOSHA1005000209,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000205,7880336,CT0010045917,SHA1004,2,366196,0366196,Dettol Soap Herbal 48*175G,OU,S,CA,4,0,11184,233,932,671.04,55.92,0,0,55.92,876.08,0,0,876.08,SOSHA1004000005,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,4,Unpick,DTR Van-D,,,,,,,,
IN000194,7880336,CT0010041512,SHA1003,3,3249063,3249063,DETTOL SOAP SKINCARE 125G,OU,S,CA,6,0,11285.27,156.74,940.44,677.16,56.43,0,0,56.43,884.01,0,0,884.01,SOSHA1003000046,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,6,Unpick,DTR Van-D,,,,,,,,
IN001098,7880336,CT0010054539,SHA1002,2,3046971,3046971,DETTOL 24*10S WIPES FLOW PACK ORIGINAL,OU,S,CA,6,0,3058.47,127.44,764.64,0,0,0,0,0,764.64,0,122.34,886.98,SOSHA1002000172,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000328,7880336,CT0010041564,SHA1003,6,3012868,3012868,Jik Colours 70Ml *144,OU,S,CA,24,0,4597.7,31.93,766.32,0,0,0,0,0,766.32,0,122.61,888.93,SOSHA1003000071,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN000332,7880336,CT0010044927,SHA1004,1,3012868,3012868,Jik Colours 70Ml *144,OU,S,CA,24,0,4597.7,31.93,766.32,0,0,0,0,0,766.32,0,122.61,888.93,SOSHA1004000039,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN000361,7880336,CT0010054089,SHA1006,2,3012868,3012868,Jik Colours 70Ml *144,OU,S,CA,24,0,4597.7,31.93,766.32,0,0,0,0,0,766.32,0,122.61,888.93,SOSHA1006000091,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-A,,,,,,,,
IN000403,7880336,CT0010045065,SHA1002,2,3012868,3012868,Jik Colours 70Ml *144,OU,S,CA,24,0,4597.7,31.93,766.32,0,0,0,0,0,766.32,0,122.61,888.93,SOSHA1002000087,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN000845,7880336,CT0010043581,SHA1005,3,3012868,3012868,Jik Colours 70Ml *144,OU,S,CA,24,0,4597.7,31.93,766.32,0,0,0,0,0,766.32,0,122.61,888.93,SOSHA1005000106,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN000915,7880336,CT0010041518,SHA1003,2,3012868,3012868,Jik Colours 70Ml *144,OU,S,CA,24,0,4597.7,31.93,766.32,0,0,0,0,0,766.32,0,122.61,888.93,SOSHA1003000150,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN001026,7880336,CT0010054462,SHA1005,4,3012868,3012868,Jik Colours 70Ml *144,OU,S,CA,24,0,4597.7,31.93,766.32,0,0,0,0,0,766.32,0,122.61,888.93,SOSHA1005000122,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN001127,7880336,CT0010054578,SHA1005,2,3012868,3012868,Jik Colours 70Ml *144,OU,S,CA,24,0,4597.7,31.93,766.32,0,0,0,0,0,766.32,0,122.61,888.93,SOSHA1005000157,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN001163,7880336,CT0010043500,SHA1007,3,3012868,3012868,Jik Colours 70Ml *144,OU,S,CA,24,0,4597.7,31.93,766.32,0,0,0,0,0,766.32,0,122.61,888.93,SOSHA1007000167,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN001203,7880336,CT0010041538,SHA1003,1,3012868,3012868,Jik Colours 70Ml *144,OU,S,CA,24,0,4597.7,31.93,766.32,0,0,0,0,0,766.32,0,122.61,888.93,SOSHA1003000199,Invoice,Invoiced,18/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN001205,7880336,CT0010042021,SHA1003,2,3012868,3012868,Jik Colours 70Ml *144,OU,S,CA,24,0,4597.7,31.93,766.32,0,0,0,0,0,766.32,0,122.61,888.93,SOSHA1003000205,Invoice,Invoiced,18/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN001386,7880336,CT0010046928,SHA1007,3,3012868,3012868,Jik Colours 70Ml *144,OU,S,CA,24,0,4597.7,31.93,766.32,0,0,0,0,0,766.32,0,122.61,888.93,SOSHA1007000190,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN001486,7880336,CT0010054700,SHA1005,2,3012868,3012868,Jik Colours 70Ml *144,OU,S,CA,24,0,4597.7,31.93,766.32,0,0,0,0,0,766.32,0,122.61,888.93,SOSHA1005000214,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN000132,7880336,CT0010042718,SHA1001,1,3012868,3012868,Jik Colours 70Ml *144,OU,S,CA,28,0,4597.7,31.93,894.04,0,0,0,0,0,894.04,0,0,894.04,SOSHA1001000003,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,28,Unpick,DTR Van-D,,,,,,,,
IN001506,7880336,CT0010054736,SHA1007,12,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,19,0,1552,43.11,819.09,88.2189,46.56,0,0,46.56,772.53,0,123.6,896.13,SOSHA1007000230,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,19,Picked,DTR Van-D,,,,,,,,
IN000164,7880336,CT0010045101,SHA1002,2,299714,0299714,Harpic Power Plus 200Ml *36,OU,S,CA,6,0,4655,129.31,775.86,0,0,0,0,0,775.86,0,124.14,900,SOSHA1002000035,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000216,7880336,CT0010043370,SHA1001,4,299714,0299714,Harpic Power Plus 200Ml *36,OU,S,CA,6,0,4655,129.31,775.86,0,0,0,0,0,775.86,0,124.14,900,SOSHA1001000029,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000233,7880336,CT0010045051,SHA1002,3,299714,0299714,Harpic Power Plus 200Ml *36,OU,S,CA,6,0,4655,129.31,775.86,0,0,0,0,0,775.86,0,124.14,900,SOSHA1002000057,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000236,7880336,CT0010044624,SHA1004,1,299714,0299714,Harpic Power Plus 200Ml *36,OU,S,CA,6,0,4655,129.31,775.86,0,0,0,0,0,775.86,0,124.14,900,SOSHA1004000026,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000237,7880336,CT0010044628,SHA1004,4,299714,0299714,Harpic Power Plus 200Ml *36,OU,S,CA,6,0,4655,129.31,775.86,0,0,0,0,0,775.86,0,124.14,900,SOSHA1004000027,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000241,7880336,CT0010044637,SHA1004,3,299714,0299714,Harpic Power Plus 200Ml *36,OU,S,CA,6,0,4655,129.31,775.86,0,0,0,0,0,775.86,0,124.14,900,SOSHA1004000031,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000242,7880336,CT0010044661,SHA1004,1,299714,0299714,Harpic Power Plus 200Ml *36,OU,S,CA,6,0,4655,129.31,775.86,0,0,0,0,0,775.86,0,124.14,900,SOSHA1004000032,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000248,7880336,CT0010044634,SHA1004,4,299714,0299714,Harpic Power Plus 200Ml *36,OU,S,CA,6,0,4655,129.31,775.86,0,0,0,0,0,775.86,0,124.14,900,SOSHA1004000034,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000352,7880336,CT0010054079,SHA1006,12,299714,0299714,Harpic Power Plus 200Ml *36,OU,S,CA,6,0,4655,129.31,775.86,0,0,0,0,0,775.86,0,124.14,900,SOSHA1006000080,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-A,,,,,,,,
IN000459,7880336,CT0010054143,SHA1005,3,299714,0299714,Harpic Power Plus 200Ml *36,OU,S,CA,6,0,4655,129.31,775.86,0,0,0,0,0,775.86,0,124.14,900,SOSHA1005000056,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000471,7880336,CT0010054151,SHA1006,3,299714,0299714,Harpic Power Plus 200Ml *36,OU,S,CA,6,0,4655,129.31,775.86,0,0,0,0,0,775.86,0,124.14,900,SOSHA1006000109,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-A,,,,,,,,
IN000546,7880336,CT0010054186,SHA1004,2,299714,0299714,Harpic Power Plus 200Ml *36,OU,S,CA,6,0,4655,129.31,775.86,0,0,0,0,0,775.86,0,124.14,900,SOSHA1004000082,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-A,,,,,,,,
IN000565,7880336,CT0010054175,SHA1006,3,299714,0299714,Harpic Power Plus 200Ml *36,OU,S,CA,6,0,4655,129.31,775.86,0,0,0,0,0,775.86,0,124.14,900,SOSHA1006000115,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-A,,,,,,,,
IN000649,7880336,CT0010054231,SHA1004,3,299714,0299714,Harpic Power Plus 200Ml *36,OU,S,CA,6,0,4655,129.31,775.86,0,0,0,0,0,775.86,0,124.14,900,SOSHA1004000094,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-A,,,,,,,,
IN000661,7880336,CT0010054251,SHA1004,2,299714,0299714,Harpic Power Plus 200Ml *36,OU,S,CA,6,0,4655,129.31,775.86,0,0,0,0,0,775.86,0,124.14,900,SOSHA1004000107,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-A,,,,,,,,
IN000786,7880336,CT0010054323,SHA1007,1,299714,0299714,Harpic Power Plus 200Ml *36,OU,S,CA,6,0,4655,129.31,775.86,0,0,0,0,0,775.86,0,124.14,900,SOSHA1007000133,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000814,7880336,CT0010054336,SHA1001,3,299714,0299714,Harpic Power Plus 200Ml *36,OU,S,CA,6,0,4655,129.31,775.86,0,0,0,0,0,775.86,0,124.14,900,SOSHA1001000139,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000246,7880336,CT0010044686,SHA1004,1,3079817,3079817,Durex Feels 3's,CA,S,CA,1,0,777.84,777.84,777.84,0,0,0,0,0,777.84,0,124.45,902.29,SOSHA1004000022,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000148,7880336,CT0010043031,SHA1001,1,384658,0384658,Jik Bleach Regular 250Ml *18,OU,S,CA,6,0,2355.3,130.85,785.1,0,0,0,0,0,785.1,0,125.62,910.72,SOSHA1001000011,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000160,7880336,CT0010043034,SHA1001,2,384658,0384658,Jik Bleach Regular 250Ml *18,OU,S,CA,6,0,2355.3,130.85,785.1,0,0,0,0,0,785.1,0,125.62,910.72,SOSHA1001000012,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000167,7880336,CT0010045107,SHA1002,1,384658,0384658,Jik Bleach Regular 250Ml *18,OU,S,CA,6,0,2355.3,130.85,785.1,0,0,0,0,0,785.1,0,125.62,910.72,SOSHA1002000040,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
